Date,BTC_vs_SPX,BTC_vs_VIX,BTC_vs_GOLD,BTC_vs_TLT,BTC_vs_DXY
2022-09-17,0.7498015380056285,0.10876158854552126,0.030492645004634358,-0.5667895996417975,-0.312462883397171
2022-09-18,0.7658439905182479,0.10812597638820415,0.04592017309850365,-0.5717109268536633,-0.30275609671712944
2022-09-19,0.7778197314744209,0.1061407823664929,0.059610164781245395,-0.5776859664977574,-0.29231489149700424
2022-09-20,0.7891459698401623,0.11005785533704394,0.07017203843676505,-0.5819341921318681,-0.27891970794689525
2022-09-21,0.8014703682855697,0.11532820295895266,0.07448297940640645,-0.5845291449853234,-0.2816861566386929
2022-09-22,0.811192852779238,0.1135240640865048,0.08442548726703394,-0.5631021365000137,-0.2714749525904043
2022-09-23,0.8290349147268072,0.1400237026107695,0.11198558134668338,-0.5420821812253227,-0.19196274871196672
2022-09-24,0.8415587967557647,0.16143020521927315,0.147846061022017,-0.5199996601496081,-0.12260267416830609
2022-09-25,0.8506687681717867,0.18825560804138014,0.18953523903746863,-0.49647780902206956,-0.061406443233741226
2022-09-26,0.8580455897698227,0.22392290270960216,0.2066357461209842,-0.48292207916736185,-0.009414647273216361
2022-09-27,0.8619327732679151,0.24192162729165503,0.21105642751653686,-0.46319874210662143,0.030966144873912138
2022-09-28,0.8658725860946125,0.26316697778769055,0.24404953095182136,-0.3985744057001265,0.09160686213442634
2022-09-29,0.8482835491209428,0.2840065775950422,0.20971323870012612,-0.3923407415722164,0.08687727852067634
2022-09-30,0.8293845258677277,0.2945517768467083,0.1804465791251471,-0.3896715394018707,0.07599019283036389
2022-10-01,0.8109182573625557,0.3001510449298933,0.15613546754105237,-0.3888625839209747,0.06175609805825623
2022-10-02,0.7947040099641386,0.30207487449552234,0.13437519174028284,-0.39348178371808096,0.04656671264304712
2022-10-03,0.7633397446774423,0.3311087839425313,0.04163866916044851,-0.4297254791356467,0.01412335760469393
2022-10-04,0.7040705518682924,0.35971118122633483,-0.03910719759657885,-0.4617622869944978,-0.04285073640148644
2022-10-05,0.649277362949876,0.3875544205789748,-0.09201516843176562,-0.49335606089737705,-0.10351177172759125
2022-10-06,0.5956589672004047,0.3912960678255549,-0.13306440867443495,-0.5123730407094201,-0.16514716349741965
2022-10-07,0.5210187299307898,0.39249047515931573,-0.17070617471612695,-0.5283872673007319,-0.22186792575030012
2022-10-08,0.4453177970913422,0.39803102482167657,-0.21300159111292805,-0.5472752836035965,-0.278719589700835
2022-10-09,0.38228280501164535,0.4080975132381036,-0.2503335844373833,-0.5656646260250113,-0.32130813042071177
2022-10-10,0.31991860816803436,0.42077659971253134,-0.30278432709813136,-0.5851195363938276,-0.36286939620612946
2022-10-11,0.2678659630245093,0.43273574286259686,-0.35008588586238476,-0.5994508811850804,-0.39913425397037827
2022-10-12,0.2100469937781327,0.44766939214614443,-0.40182058563847983,-0.6039304788356425,-0.4364760280185188
2022-10-13,0.1378753890036106,0.4669541149866159,-0.4412304175729806,-0.6053012013881556,-0.4583363189480002
2022-10-14,0.05374212011326363,0.4832762002888072,-0.48172385011500446,-0.6072636564562046,-0.48230155134391617
2022-10-15,-0.05898614129000581,0.4885060213407768,-0.522890860167364,-0.6089529243710873,-0.5178290206008548
2022-10-16,-0.17727830796050614,0.5032144998502115,-0.5761645735143331,-0.6039598419293662,-0.5507126260819939
2022-10-17,-0.3175767241171512,0.5135710073143784,-0.6320292452748631,-0.5799619199088272,-0.5846456083314744
2022-10-18,-0.3751032894827627,0.552502485428285,-0.6425522692718866,-0.501115695614429,-0.5892694335010601
2022-10-19,-0.42140281675309876,0.5887815893169156,-0.6564023098630768,-0.4481590696702164,-0.5970696460782048
2022-10-20,-0.46247145680140495,0.6263997353467248,-0.6685285727633403,-0.403555571295304,-0.604244128852568
2022-10-21,-0.49880138189842427,0.6481503329599282,-0.6823761550155589,-0.37105665895495094,-0.6143438130634514
2022-10-22,-0.5385648467124564,0.6686379736397792,-0.6945954867836341,-0.3402497807567253,-0.6236717247601469
2022-10-23,-0.5720259385485292,0.6882889881897001,-0.7046708670299653,-0.289746772112335,-0.6315412040850674
2022-10-24,-0.5877136041160941,0.7101460815658943,-0.6994632046863218,-0.23592943713123596,-0.6182342262715617
2022-10-25,-0.5898465533950508,0.7264956420517409,-0.6905328514307181,-0.23208364230479922,-0.610530529779187
2022-10-26,-0.591274337048309,0.7379209108294044,-0.686994607869079,-0.2352767068029308,-0.6042113920348383
2022-10-27,-0.5766794321523336,0.7493557646769786,-0.6867433653567335,-0.23903470050683617,-0.6019044352730654
2022-10-28,-0.5713899926892447,0.759194010921415,-0.6889465219571165,-0.2406698654071647,-0.5988245500541087
2022-10-29,-0.5684631616526958,0.7652546382997257,-0.6932497999354441,-0.24299850321593044,-0.5994286256687295
2022-10-30,-0.5620921884767113,0.7703232510684203,-0.6827764027134808,-0.23899803834904138,-0.5981028995153449
2022-10-31,-0.5611007539324582,0.7736244719138177,-0.6706800006500839,-0.23536539402129197,-0.5998336218065697
2022-11-01,-0.5602891061032618,0.7769333803556346,-0.6568643111585049,-0.23253954264386065,-0.6010763092888004
2022-11-02,-0.5643111077850845,0.7781517966675666,-0.6438949328385483,-0.2277533177109302,-0.5992349821311534
2022-11-03,-0.5584370174083114,0.7796311473168565,-0.6210736883637163,-0.22078504001539814,-0.604370240565477
2022-11-04,-0.5594168921142367,0.7764045795636867,-0.6264816445487034,-0.2154228486820535,-0.6095241443943537
2022-11-05,-0.5568953273389537,0.7725494323039411,-0.6295751016937268,-0.21035166911600942,-0.6106596496939308
2022-11-06,-0.530304787421695,0.7693111783282389,-0.6273913289076242,-0.20773218693858497,-0.6108767473746679
2022-11-07,-0.5291508851761872,0.7895407013693551,-0.6485851241590092,-0.21306192281078923,-0.6448890366381189
2022-11-08,-0.5254216712270657,0.764761679618362,-0.6311421298429533,-0.20179701795604185,-0.6238084643933878
2022-11-09,-0.5227348811854757,0.688119003902037,-0.5743558462881297,-0.18957370840312457,-0.5431333958994701
2022-11-10,-0.3797985134433165,0.6286167603521893,-0.4695176560044216,-0.13034487637390266,-0.3861023553347658
2022-11-11,-0.2523212135116065,0.5793580299473856,-0.37316598627462777,-0.07688134940020966,-0.21015247931497033
2022-11-12,-0.1725852149287083,0.5261799614435503,-0.2747925619112886,-0.022740732553684556,-0.056397860543236165
2022-11-13,-0.09936725216114171,0.47664255383928744,-0.1826054621884281,0.028866602971634694,0.07434603282317341
2022-11-14,-0.020401140819928443,0.45093510021476463,-0.10993726388141552,0.0491746329097005,0.17965489417904706
2022-11-15,0.04770056359728367,0.4294246154395761,-0.04529560098597039,0.06952539945889287,0.26614934257889133
2022-11-16,0.11061095232963801,0.41009150106760994,0.013698788119319636,0.10040373862337537,0.3400044321690469
2022-11-17,0.15333459479792363,0.38510479947356907,0.058821632528037064,0.13343516588265303,0.4107049974033555
2022-11-18,0.19400175233139122,0.36437210012535604,0.10690778553102157,0.1670896813896807,0.47775335327461166
2022-11-19,0.23231086190017772,0.3435792733543147,0.15585393173813594,0.20098093032341122,0.5425009843340816
2022-11-20,0.2621000803321943,0.32370433063092874,0.2068031108216976,0.23078253490414535,0.6141017425804653
2022-11-21,0.2934354435248401,0.3046817101031179,0.2752524379607493,0.24592992863540583,0.6904227242183194
2022-11-22,0.2998153705264912,0.287188872299352,0.32922196833105166,0.26271381735830696,0.7326059795418051
2022-11-23,0.2989362649482061,0.27286235484307775,0.37189013626158957,0.282686890633509,0.7679948696046575
2022-11-24,0.29642245139425233,0.2593260748206074,0.3658656900276063,0.28914792678147094,0.7924944794603321
2022-11-25,0.2918017050441087,0.2493153566337567,0.34813888716964725,0.30088386947581686,0.8124492634009405
2022-11-26,0.29713230379563815,0.24311320229330796,0.3376953283521848,0.30667837903892425,0.8350878824120007
2022-11-27,0.29192773767356844,0.23652348146643487,0.3011595354863279,0.2900382964425899,0.8371183031810462
2022-11-28,0.2917839663958669,0.25237548186755276,0.2467261875161592,0.28267573474921925,0.8403145288018972
2022-11-29,0.2928365354016625,0.2580238793669296,0.23721042688776894,0.2840236681076661,0.844855966295223
2022-11-30,0.2957335879048141,0.2626767223296521,0.24142133908473032,0.29341889857283165,0.8483402981724742
2022-12-01,0.3034493420800549,0.269608144785951,0.24734254688859872,0.2990609708277272,0.8457753469810017
2022-12-02,0.3043377649837834,0.2778937552403265,0.2549798264028886,0.3177096044619982,0.8425218795076587
2022-12-03,0.31262766878028003,0.28288741524168004,0.2670155139405101,0.33415176571820326,0.8362917113436878
2022-12-04,0.320360677152796,0.29493719153700987,0.27319830289186636,0.3538161741367959,0.8306032505968912
2022-12-05,0.3295961419033793,0.30122221949014155,0.27287792130065397,0.3709113461639771,0.8307400376290351
2022-12-06,0.34287444970838743,0.2988131206845673,0.2734082136064398,0.3933489976938451,0.8321900249604514
2022-12-07,0.35596457330593184,0.2985525788334604,0.27371331303870383,0.41723238425047154,0.8345606928381587
2022-12-08,0.3670889061317121,0.2996363818038374,0.274674417158653,0.4436462040445807,0.8367377624741227
2022-12-09,0.37830781834894806,0.2998839820977053,0.28608452703297016,0.45890605065769113,0.8400364891956404
2022-12-10,0.38956187971599576,0.2995951666596767,0.29922550272192733,0.46369836396410097,0.8447786413873385
2022-12-11,0.4042485845985432,0.3020601209510523,0.320095022606063,0.4568398447665807,0.850188613168766
2022-12-12,0.42484159185666104,0.28617087318585516,0.32696457974541127,0.45259661570102594,0.850634825195515
2022-12-13,0.45174939173011136,0.2549057360119958,0.33641329315169927,0.45519795521209244,0.8536064569672986
2022-12-14,0.47889411762451145,0.21897475764587992,0.3450338675898195,0.4578691625237591,0.8571676918248655
2022-12-15,0.5028859323847126,0.17610688398416627,0.33486734153117903,0.45628422633479193,0.8600101119148269
2022-12-16,0.5371113864288534,0.14661777246723437,0.331161158601636,0.4397217633630468,0.8655546645242618
2022-12-17,0.5696468457251713,0.11399843364872313,0.31321699833550654,0.4193564774544664,0.8662921525687085
2022-12-18,0.5972415799768117,0.08394210413719592,0.30349517758768424,0.3948242171893795,0.8676517689337556
2022-12-19,0.6228464036005119,0.05667247286215623,0.2946293998526502,0.3642519757174183,0.8692822102166304
2022-12-20,0.6573645861815487,0.02897248810202349,0.28313917363273416,0.31940698723136146,0.8744035402297793
2022-12-21,0.6964533452670598,-0.0005217058888971269,0.29949109416724234,0.29949148815505666,0.8767669187609123
2022-12-22,0.7283136119361634,-0.036570637005893594,0.2962103530820466,0.27998221119814704,0.881140982076219
2022-12-23,0.7512738251503283,-0.07854756318662132,0.2788886965071624,0.2424721036129779,0.8797270935018374
2022-12-24,0.7749961376838936,-0.1132424451947194,0.26293443062044497,0.22702000716898668,0.8786228670022351
2022-12-25,0.7956335623607265,-0.14828392502334758,0.2575418317337215,0.22694562593209394,0.8755299375017783
2022-12-26,0.8029726102938578,-0.1830801252498349,0.25140633320518496,0.23597198854246448,0.8738282764553351
2022-12-27,0.8172017000662217,-0.21352902983254612,0.24825695328623543,0.2521755880847354,0.8724133269372842
2022-12-28,0.8324421738160036,-0.24509412736302613,0.24451772444798686,0.2696400186248311,0.8725496481816113
2022-12-29,0.8470725056033908,-0.2813367925142101,0.2305947486340965,0.28188327342147484,0.8739966393459735
2022-12-30,0.8622758863948402,-0.3233078624785217,0.21481315745226176,0.2941034366885287,0.8779972535018336
2022-12-31,0.8780043721568762,-0.36704555072536243,0.1993041387142212,0.3083476954679719,0.8823539272068239
2023-01-01,0.8975971060620777,-0.41233999930364634,0.18769953580413043,0.3211486510961172,0.8849015897345346
2023-01-02,0.91032183940777,-0.45455446547154293,0.1837138490954177,0.33826399417305625,0.8903985726341316
2023-01-03,0.9220603165439314,-0.4918311851483306,0.1989284977152437,0.3552403765997947,0.9074101556649029
2023-01-04,0.9321215337082022,-0.5264538957170278,0.22431432558922995,0.36825158357480503,0.9243463832848865
2023-01-05,0.9373765798358292,-0.5591239500161814,0.24889632033805137,0.384027665777014,0.9379613401851981
2023-01-06,0.9412490923914139,-0.6036939462403966,0.2631078151105486,0.3882572081428421,0.9504907107145173
2023-01-07,0.9416447135565893,-0.6094634024469451,0.2769598855951112,0.38913180618428855,0.9509612811504741
2023-01-08,0.9462718076788692,-0.5843310746495536,0.28959017916038005,0.4121656872938799,0.949890464452723
2023-01-09,0.944134958787969,-0.5541113446533313,0.29519180233594505,0.4131237101600349,0.9449490067954534
2023-01-10,0.942876937262322,-0.5240348514021596,0.29617228217424696,0.40189892597442256,0.9396721797928057
2023-01-11,0.9417517595454928,-0.4767305301103006,0.3012012953730797,0.3809596511372056,0.9356218139626692
2023-01-12,0.9383693722925447,-0.4537685898992629,0.2929611422137139,0.3610640619276112,0.9314156886389491
2023-01-13,0.9323803907215323,-0.4383521694562426,0.275983323702394,0.3702092040757397,0.9278439928383648
2023-01-14,0.9238207873517962,-0.42413878329986404,0.25266213259310566,0.37806689472922256,0.9236775739460504
2023-01-15,0.9141870822426315,-0.409143960475901,0.22666494857770444,0.3695490227098306,0.9186820280695238
2023-01-16,0.9024978074505774,-0.38221326234901337,0.20742793468748746,0.35782340651033784,0.9128535950859591
2023-01-17,0.8854644592795641,-0.35658898671237854,0.18262842685530783,0.34100160337693,0.905948291890323
2023-01-18,0.8650929537710441,-0.32872521619373113,0.1510375497311556,0.32067277374288605,0.8971808294374876
2023-01-19,0.8425388107530265,-0.2963315632709698,0.11624878302598937,0.30247225594111593,0.8862833562006213
2023-01-20,0.815935702659746,-0.2616131012599012,0.05876834943516943,0.28674382183889924,0.8702659502838398
2023-01-21,0.7869267150528374,-0.22791824750812126,-0.010872765153351416,0.2616510174971852,0.848164755931452
2023-01-22,0.7532495531326574,-0.19357739363987136,-0.07678685639583091,0.2217624031250432,0.8185735498141454
2023-01-23,0.7137957867782262,-0.15453542079095278,-0.08389554307325389,0.21506107016630627,0.7821889951424075
2023-01-24,0.6579577909863453,-0.10941999142247091,-0.09869924810609645,0.2040366797146061,0.7306981640515459
2023-01-25,0.5693134645884468,-0.0521649241856227,-0.1264537718557474,0.19285954949698203,0.6407508483576633
2023-01-26,0.40550587671478516,0.02234449796762427,-0.18222744975381316,0.20773322886916767,0.47220127991732397
2023-01-27,0.10097778277691112,0.0658020317347198,-0.2007711228074659,0.23392240804685413,0.180433227871787
2023-01-28,-0.10386507423334408,0.07377027993081903,-0.22634300259395765,0.20312840746942604,-0.04195844916606775
2023-01-29,-0.14809122782611006,0.055766053555842625,-0.25493277791962626,0.21284814716342018,-0.14280527487447586
2023-01-30,-0.18236887522814,0.03166139320529647,-0.3043409426530588,0.16427687263530147,-0.2312107783711511
2023-01-31,-0.2086582167870934,0.00678166884809395,-0.34539271842501756,0.10628284989495013,-0.30036688535903333
2023-02-01,-0.22509525992867774,-0.03746341183506004,-0.38162224877445666,0.04504985862836416,-0.34969470284991433
2023-02-02,-0.23047984729356416,-0.06960315285130471,-0.4102797823671605,-0.004738709385730672,-0.37882983665340964
2023-02-03,-0.22880028376281059,-0.09020133887490843,-0.41032564601310606,-0.026394014730468037,-0.38727542332084786
2023-02-04,-0.2265685296618894,-0.10874542445684306,-0.40967420226753437,-0.04713541775918906,-0.39478276609247565
2023-02-05,-0.22449310201854944,-0.12703268643599291,-0.4093105695313771,-0.06725116442137664,-0.40343595545687483
2023-02-06,-0.22186757017775705,-0.1432899871207147,-0.41024996017088694,-0.086336334787173,-0.4101818003694315
2023-02-07,-0.22712775863805887,-0.15842766999608773,-0.41126513535410447,-0.11847505666606659,-0.4169544526721642
2023-02-08,-0.2261240801285855,-0.17085930083191564,-0.41178711756048625,-0.1428533818607641,-0.4200178667812744
2023-02-09,-0.22137330254151386,-0.17796137255065353,-0.4087878167152735,-0.1348805076978713,-0.4158110365446914
2023-02-10,-0.21359120674979384,-0.18047233909073257,-0.402980587094101,-0.12363971551630719,-0.40943857886358015
2023-02-11,-0.2067667463227657,-0.17530809150612972,-0.396540187607685,-0.11743648829016969,-0.40366420929850727
2023-02-12,-0.19893190959317328,-0.16604535104922172,-0.3892879650068037,-0.10907871694127819,-0.39744818752873456
2023-02-13,-0.19212803317136595,-0.1592448111012079,-0.3883098370634039,-0.10421814611190221,-0.39427450396779196
2023-02-14,-0.2103495468848988,-0.16649109900098963,-0.4063001628280179,-0.11039355034570073,-0.40469502839128124
2023-02-15,-0.24692566747607536,-0.17011957658872598,-0.41722356490946244,-0.16587994413324628,-0.3967964748962844
2023-02-16,-0.25771234366599605,-0.1374164848078414,-0.4202920311904629,-0.20946720233269478,-0.3803811843272029
2023-02-17,-0.2733599543738078,-0.10247022246812512,-0.42361386835224435,-0.25043894550707263,-0.36197464963553144
2023-02-18,-0.2619971078177997,-0.0649847759438026,-0.4246156154380788,-0.2804411979846154,-0.3406715699351168
2023-02-19,-0.2669364252701126,-0.043171987529831514,-0.41092336546086444,-0.2995955462459561,-0.32594060315887224
2023-02-20,-0.28715243702746507,-0.018431382252348926,-0.40091511885876546,-0.3201303803026935,-0.3128264399444224
2023-02-21,-0.2847703833134667,0.03130175128724943,-0.39030099150787734,-0.3354462153484609,-0.3200367433607805
2023-02-22,-0.30134025046671253,0.08795350811364026,-0.37828984620661515,-0.3435808921621058,-0.3279335412340066
2023-02-23,-0.3162816551211371,0.14710489257769646,-0.4005507168581713,-0.35033867785115563,-0.3565732432324617
2023-02-24,-0.32751245866871265,0.2040483500484996,-0.42301305513502957,-0.3537301469826807,-0.38280070405484434
2023-02-25,-0.3363633347086041,0.26089871035997353,-0.4412114631641434,-0.3606512174237345,-0.40783741710164634
2023-02-26,-0.34284604865651425,0.3194211038131603,-0.45477869628111384,-0.3676766130374202,-0.43597104640208617
2023-02-27,-0.35377021719038815,0.3778867099093169,-0.4645876468191128,-0.38140140479896933,-0.45381430335002687
2023-02-28,-0.36537129944416075,0.4374419078637232,-0.47171964386242454,-0.3933264386978124,-0.4694396351833744
2023-03-01,-0.36342090560061274,0.4943340585351577,-0.4708844363244781,-0.4030127400402492,-0.4781304540306948
2023-03-02,-0.36101527533300826,0.5248337911485575,-0.46837928705422854,-0.4141227401530294,-0.4873526190555778
2023-03-03,-0.34872839390564686,0.5399170415874871,-0.4683155517662015,-0.4185126918074278,-0.5250090021712644
2023-03-04,-0.33482486479123863,0.5503408035535581,-0.4637078798330503,-0.4071225893607971,-0.5418303343504968
2023-03-05,-0.3716160384228362,0.5504494641374016,-0.4720488058308604,-0.39188158799418904,-0.5737181386750264
2023-03-06,-0.42023654485357587,0.5468275277109389,-0.47338292959719414,-0.378533984620583,-0.6044148308901114
2023-03-07,-0.38086384294095654,0.5347375190374947,-0.44427500649776763,-0.3566667019678424,-0.6002323836536232
2023-03-08,-0.324124054528852,0.5384783910188563,-0.40930281516779915,-0.32895838968433644,-0.5957880302456805
2023-03-09,-0.288996227314799,0.49074311495498146,-0.3730461303809632,-0.31361233420501367,-0.5961089302158266
2023-03-10,-0.24714382705299096,0.43492380641512773,-0.36209293884886007,-0.3384986028788966,-0.6029447628398296
2023-03-11,-0.23861830553522353,0.3945426499371427,-0.34953592336843203,-0.3385026923741981,-0.6143381183615825
2023-03-12,-0.24041187264538388,0.35851550570230456,-0.38153266415809284,-0.28132498341576906,-0.6127545406431749
2023-03-13,-0.2595335903419149,0.4011582880923715,-0.25755736618077557,-0.19540180157982687,-0.49857849840360224
2023-03-14,-0.21040352510263768,0.45762035794165146,-0.1342207038742517,-0.09377954136108411,-0.39535794791108597
2023-03-15,-0.16574422986269413,0.5070327754531946,-0.034703270352349325,0.0040796295135580385,-0.2713572775907874
2023-03-16,-0.09181519953905123,0.5544549006062356,0.04367518123247387,0.08440433536506148,-0.171634217386164
2023-03-17,0.02204918950656826,0.6231879708422627,0.17719806938992153,0.17230288466875315,-0.027110401298483886
2023-03-18,0.09190470399079598,0.6779148751045544,0.28215563324852383,0.24900750313643502,0.10120088509057774
2023-03-19,0.15702774581276152,0.7194394604686862,0.365170038961872,0.32508548696467143,0.19919971643670045
2023-03-20,0.22243648293687227,0.752787735762441,0.4319442210096975,0.39357697335921654,0.2875516187343029
2023-03-21,0.302270901736234,0.7786154020514361,0.49515927854304875,0.44818423986738504,0.34800496918905144
2023-03-22,0.38564584411732983,0.8004178581270049,0.5470661895545644,0.49877684096939806,0.4085327781709264
2023-03-23,0.4314636543232307,0.8140270123933481,0.585398923586526,0.5314272006073651,0.45784924305993857
2023-03-24,0.4793985719987782,0.8264975594026015,0.6197820301114259,0.5592948558478328,0.49817050459831314
2023-03-25,0.5185276168150142,0.8371380286465429,0.6473082986006036,0.5844809803972283,0.5317642244563724
2023-03-26,0.5461359525849738,0.8458174048939674,0.6685581997231793,0.6078479890326187,0.5554373955104331
2023-03-27,0.557300667658899,0.8544768312156268,0.687271381676371,0.6383797667554582,0.5553049086153843
2023-03-28,0.5664406329738003,0.861172840780115,0.7016944497485518,0.6659221126170364,0.5556850640002878
2023-03-29,0.5666848987274754,0.8635115232118566,0.7059526622741148,0.6851567563037796,0.557131287535887
2023-03-30,0.5545775560421375,0.8650603802323263,0.7104607682625509,0.6914814541146459,0.5587907116897713
2023-03-31,0.5531236903250871,0.8704852453397192,0.7190283998017711,0.693227351490202,0.5722410429613679
2023-04-01,0.5523791203893565,0.8756862616653851,0.7215955067203669,0.6946261104205989,0.5841698176204972
2023-04-02,0.5510805360623947,0.8792904362275544,0.7157808236509784,0.6926538676339239,0.5898782063425376
2023-04-03,0.553579622245345,0.8806733717946549,0.7086352237680505,0.6905207828422733,0.587035173588129
2023-04-04,0.5689727159115504,0.8785925045651803,0.7014009411228,0.691886180985326,0.5828243911903185
2023-04-05,0.5815589106888849,0.8734453179232549,0.6936084928727237,0.6940494658267641,0.5801981837911275
2023-04-06,0.6117179828995917,0.875290551891968,0.6700580530218913,0.6996826839592557,0.5856044292218225
2023-04-07,0.6445237877044255,0.8775314847801634,0.6455794019937535,0.7051859207697003,0.5951095054330034
2023-04-08,0.668065380413038,0.8803294604937779,0.6157642099332649,0.7014328662846486,0.6057005691938887
2023-04-09,0.6956405151065742,0.8830742489820856,0.586470933134816,0.7009860728706895,0.6157735079534373
2023-04-10,0.7157369801134342,0.8775234096503879,0.573998321814281,0.6920260185508927,0.6228840651425075
2023-04-11,0.7285908021258786,0.8749031092557887,0.5577264299327465,0.6874937663496641,0.6395030254249334
2023-04-12,0.7524855986764281,0.8761244668705266,0.5521082872845544,0.682690423772385,0.6492407955958266
2023-04-13,0.7766434454072516,0.8806968982275378,0.5395550068764413,0.6752208031411532,0.6622256496888107
2023-04-14,0.8055395380810434,0.8847859785111438,0.5144592947092451,0.6633699614298516,0.6683165417221523
2023-04-15,0.8337788796314195,0.8911920625439775,0.48918867386173615,0.6517212561810289,0.6728519657727317
2023-04-16,0.8436082091024664,0.8993378579320368,0.4727672500097762,0.6828773083621809,0.6654416028694105
2023-04-17,0.8527649171177365,0.9045592921367689,0.46438469958234085,0.7053960256362068,0.6577584171333127
2023-04-18,0.860251427681157,0.9105322752454605,0.45716126761194287,0.7278617018150892,0.6481728686936625
2023-04-19,0.859416810855213,0.9109881719039703,0.4551148674807808,0.7432068333044184,0.6472390967443018
2023-04-20,0.8510144138820136,0.9120290418876571,0.45247068295068343,0.7530127175254557,0.6485951143420216
2023-04-21,0.8400198562523337,0.9116250887798785,0.44841818165752023,0.7625247376618469,0.6501080489133259
2023-04-22,0.8314757224884457,0.9098083536803283,0.44516382779666136,0.7687447632732984,0.6524396787826539
2023-04-23,0.8232596440780942,0.9084684397755448,0.4429747900555768,0.7716122879947724,0.6562228487966805
2023-04-24,0.8154116330950382,0.9073075236779118,0.4559603935338014,0.7763558951602221,0.6745972868684791
2023-04-25,0.8149214308322289,0.9079537347695948,0.4737335060228407,0.7803205081985765,0.6916387693024585
2023-04-26,0.8145046714134425,0.9084546852029977,0.492856039519124,0.7846300307356868,0.7087830749135939
2023-04-27,0.8150303048642256,0.9089094546268359,0.515016466323608,0.7882653799035941,0.7386613942578379
2023-04-28,0.8158956236661834,0.9089792990563165,0.5374954387286359,0.7924946280944533,0.7610946061778419
2023-04-29,0.8176208859335043,0.9091830774459496,0.5608989712364125,0.7970000431306509,0.7859989529145781
2023-04-30,0.8174011591769377,0.9082665791308471,0.5793279629315975,0.79985678457264,0.8024737638064381
2023-05-01,0.8174812561180249,0.908003299089744,0.5993554326459677,0.7957059480456219,0.8165472540158456
2023-05-02,0.8164482214462049,0.9061096931326126,0.6277465069114556,0.7775896991261303,0.8263154376408051
2023-05-03,0.8166333730388831,0.9051714451222375,0.6595646717863483,0.7613239163790352,0.8377105261147235
2023-05-04,0.8168930147480034,0.9031799641874483,0.6939374116023337,0.745620326518248,0.8474105259983874
2023-05-05,0.8132458666316186,0.8950462354190952,0.7331958913220913,0.7322938963827117,0.8545777764433589
2023-05-06,0.8206693133379659,0.8922099612768158,0.7282135497748549,0.7277629738909973,0.847049808831973
2023-05-07,0.8240619077354457,0.8850566419709913,0.7233825181826639,0.7209946252631594,0.8360732516191761
2023-05-08,0.8319717957420766,0.8852484985978519,0.7217507853073214,0.7063726636306354,0.8282974512325688
2023-05-09,0.8393940109279973,0.881349285377083,0.7214409166581857,0.7079192400915095,0.8374890440094984
2023-05-10,0.8430343350171685,0.8731759164087765,0.7232205316093686,0.703614084771568,0.8461263451008018
2023-05-11,0.8327641244124907,0.8536446540397178,0.7364943292897491,0.6790217409594425,0.849874155850034
2023-05-12,0.8203808593935173,0.8346213465798419,0.7483393112515867,0.6439316784317495,0.8499354937029966
2023-05-13,0.8047224006099104,0.8139954195963771,0.7597037736090357,0.6078924812875806,0.849810331640548
2023-05-14,0.7897759906387801,0.7938095629675825,0.7714015575513236,0.5742086279041108,0.8515125873403294
2023-05-15,0.7796629196930196,0.7752892830184841,0.7838486679985669,0.5433961901391626,0.8530793462639599
2023-05-16,0.7656284682811056,0.7529182808969789,0.7917337440366972,0.5096307264403148,0.8489855993425649
2023-05-17,0.7552091372968327,0.7284363770555644,0.8007102781826037,0.47178050588601117,0.8449137059490464
2023-05-18,0.7441490833033457,0.7070495561618292,0.8088235145597086,0.44097183998643835,0.8376329358476675
2023-05-19,0.7302585894647393,0.6825243639581771,0.815288487373158,0.40499020509444794,0.8269594485935162
2023-05-20,0.712251683023298,0.6517582392890621,0.8091125608059904,0.36817292822863,0.8150412419826065
2023-05-21,0.6834027244882999,0.6122513987932926,0.8012765300788571,0.34618895582553977,0.7992336971854718
2023-05-22,0.662793961725315,0.5763425230024736,0.7906315785573451,0.35869612413188795,0.7831595816174215
2023-05-23,0.6325523075199736,0.5312134126637503,0.7779204314024089,0.3694734723560087,0.7664130823277802
2023-05-24,0.5981277096390267,0.4850604084527955,0.7635503779224296,0.37493598535096967,0.7424505800604874
2023-05-25,0.5658784567273518,0.44555199007582963,0.747646566656442,0.3873259571404174,0.7123382083686497
2023-05-26,0.5274102112803072,0.38960301055964347,0.7308128887832788,0.3674141088761384,0.6954201124943171
2023-05-27,0.4795261795941505,0.3196652852357546,0.7087370889889401,0.3425875905932242,0.6726001286555642
2023-05-28,0.43991726214010746,0.273921927205747,0.6790370688219728,0.31244983386599545,0.6401318511359111
2023-05-29,0.41399312618570694,0.23251172836627243,0.6452139675484663,0.3317543709382792,0.6027436029076055
2023-05-30,0.3695282532051779,0.1821919264179134,0.597518693766595,0.3393797642824254,0.5443256342300034
2023-05-31,0.3156733891676374,0.1253074056626961,0.5401824644281678,0.3470734246765015,0.47583341372384264
2023-06-01,0.2647138443504064,0.07329044527447298,0.5078877060899512,0.3495374637131964,0.43683344155385434
2023-06-02,0.21198850446004747,0.02547183659106746,0.4620834816367372,0.36093282035386,0.3775678044161382
2023-06-03,0.15448440378425604,-0.00905173166105848,0.3944649455282659,0.38909189014529433,0.3725610510792488
2023-06-04,0.11398522824513076,-0.0216823764125232,0.3081906168743903,0.4200793894404439,0.35699138414416665
